Series Name,Series Code,Country Name,Country Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,New Caledonia,NCL,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,New Zealand,NZL,2.74000000953674,2.29999995231628,2.44000005722046,2.22000002861023
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Nicaragua,NIC,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Niger,NER,..,4.82000017166138,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Nigeria,NGA,13.6899995803833,..,..,17.1499996185303
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,North Macedonia,MKD,19.3600006103516,18.75,17.8199996948242,14.25
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Northern Mariana Islands,MNP,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Norway,NOR,3.02999997138977,2.41000008583069,2.3199999332428,2.19000005722046
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Oman,OMN,5.34999990463257,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Pakistan,PAK,..,..,7.15000009536743,10.8999996185303
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Palau,PLW,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Panama,PAN,3.82999992370605,3.23000001907349,4.03000020980835,5.1399998664856
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Papua New Guinea,PNG,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Paraguay,PRY,4.25,2.75999999046326,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Peru,PER,4.25,4.36999988555908,4.3899998664856,3.60999989509583
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Philippines,PHL,7.51000022888184,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Poland,POL,3.25999999046326,2.44000005722046,2.00999999046326,1.99000000953674
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Portugal,PRT,8.35999965667725,6.44999980926514,5.38000011444092,5.30999994277954
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Puerto Rico,PRI,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Qatar,QAT,0.400000005960464,0.370000004768372,..,0.349999994039536
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Romania,ROU,3.13000011444092,2.42000007629395,2.14000010490417,1.57000005245209
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Russian Federation,RUS,5.42999982833862,5.03999996185303,4.78999996185303,4.42999982833862
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Rwanda,RWA,..,19.5400009155273,18.1399993896484,16.9200000762939
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Samoa,WSM,..,7.67000007629395,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,San Marino,SMR,8.21000003814697,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Sao Tome and Principe,STP,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Saudi Arabia,SAU,12.7200002670288,10.4300003051758,10.6300001144409,10.3400001525879
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Senegal,SEN,16.5499992370605,16.0699996948242,11.4099998474121,17.0599994659424
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Serbia,SRB,13.8800001144409,12.25,10.8199996948242,8.34000015258789
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Seychelles,SYC,3.24000000953674,3.22000002861023,2.53999996185303,1.98000001907349
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Sierra Leone,SLE,..,..,4.86999988555908,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Singapore,SGP,..,4.11999988555908,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Slovak Republic,SVK,5.65000009536743,4.15000009536743,3.07999992370605,2.5
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Slovenia,SVN,6.1399998664856,5.21000003814697,3.61999988555908,3
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Solomon Islands,SLB,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Somalia,SOM,..,..,..,19.1100006103516
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,South Africa,ZAF,10.7299995422363,12.8599996566772,12.0299997329712,13.5799999237061
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,South Sudan,SSD,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Spain,ESP,11.6700000762939,9.97000026702881,8.90999984741211,8.60999965667725
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Sri Lanka,LKA,6.21999979019165,7.09999990463257,8.52000045776367,7.78999996185303
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,St. Kitts and Nevis,KNA,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,St. Lucia,LCA,..,14.289999961853,7.71000003814697,9.31999969482422
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,St. Martin (French part),MAF,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Sudan,SDN,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Suriname,SUR,3.60999989509583,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Sweden,SWE,4.03999996185303,4.05999994277954,3.70000004768372,3.72000002861023
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Switzerland,CHE,3.3199999332428,3.74000000953674,3.48000001907349,3.25
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Syrian Arab Republic,SYR,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Tajikistan,TJK,6.63000011444092,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Tanzania,TZA,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Thailand,THA,1.53999996185303,1.75,1.58000004291534,1.49000000953674
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Timor-Leste,TLS,6.1399998664856,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Togo,TGO,..,13.4899997711182,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Tonga,TON,..,..,2.49000000953674,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Trinidad and Tobago,TTO,2.34999990463257,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Tunisia,TUN,28.5300006866455,29.1200008392334,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Turkey,TUR,11.8299999237061,12.4099998474121,12.1899995803833,13.5
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Turkmenistan,TKM,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Turks and Caicos Islands,TCA,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Tuvalu,TUV,2.45000004768372,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Uganda,UGA,..,6.34000015258789,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Ukraine,UKR,8.17000007629395,8.36999988555908,7.69999980926514,7.05999994277954
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,United Arab Emirates,ARE,..,3.8199999332428,3.32999992370605,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,United Kingdom,GBR,2.92000007629395,2.75999999046326,2.50999999046326,2.48000001907349
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,United States,USA,2.91000008583069,2.69000005722046,2.45000004768372,2.38000011444092
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Uruguay,URY,2.49000000953674,2.53999996185303,3.00999999046326,3.02999997138977
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Uzbekistan,UZB,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Vanuatu,VUT,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,"Venezuela, RB",VEN,5.73999977111816,5.76000022888184,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Vietnam,VNM,4.63000011444092,4,2.07999992370605,2.61999988555908
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Virgin Islands (U.S.),VIR,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,West Bank and Gaza,PSE,30.5699996948242,33.2900009155273,32.5299987792969,30.4599990844727
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,"Yemen, Rep.",YEM,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Zambia,ZMB,..,7.05000019073486,7.96999979019165,9.28999996185303
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Zimbabwe,ZWE,..,..,..,16.4500007629395
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Africa Eastern and Southern,AFE,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Africa Western and Central,AFW,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Arab World,ARB,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Caribbean small states,CSS,5.76920422662407,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Central Europe and the Baltics,CEB,3.68665871485752,3.0231453279064,2.49724224858954,2.19337679832598
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Early-demographic dividend,EAR,..,..,12.7581990687975,12.617864772273
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,East Asia & Pacific,EAS,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,East Asia & Pacific (excluding high income),EAP,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Euro area,EMU,7.93294759616025,6.9969502272985,6.38165921036619,5.99345154911163
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Europe & Central Asia,ECS,7.7714758672447,7.19551305662113,6.86356878970832,6.96332924041242
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Europe & Central Asia (excluding high income),ECA,9.03873628004344,8.65053664786402,8.59310246547105,9.15834608377576
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,8.57012654971046,8.23122666977314,8.1996255983043,8.77822383354721
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,European Union,EUU,7.23573463487183,6.41196436722533,5.86289695737851,5.51216243734159
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Fragile and conflict affected situations,FCS,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Heavily indebted poor countries (HIPC),HPC,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,High income,HIC,5.64941713108598,5.09113566800831,4.78104247815282,4.52936556735273
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,IBRD only,IBD,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,IDA & IBRD total,IBT,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,IDA blend,IDB,..,..,..,14.7898276036842
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,IDA only,IDX,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,IDA total,IDA,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Late-demographic dividend,LTE,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Latin America & Caribbean,LCN,6.52065181666799,6.62317388456741,6.59002191085369,6.66104982430999
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Latin America & Caribbean (excluding high income),LAC,6.60597036218108,6.66570691445185,6.60227319540809,6.68395301630818
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,6.52189381161684,6.62463849172946,6.59081209237719,6.66243543367705
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Least developed countries: UN classification,LDC,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Low & middle income,LMY,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Low income,LIC,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Lower middle income,LMC,..,..,13.2973918756435,13.2645167350031
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Middle East & North Africa,MEA,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Middle East & North Africa (excluding high income),MNA,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Middle income,MIC,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,North America,NAC,3.29390957042804,3.04530863555002,2.78908553466122,2.70806803211616
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Not classified,INX,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,OECD members,OED,6.2713412567715,5.93430694266964,5.78851764261589,6.05445050967725
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Other small states,OSS,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Pacific island small states,PSS,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Post-demographic dividend,PST,5.85076202329669,5.30099328684518,4.9071938562335,4.57492120673106
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Pre-demographic dividend,PRE,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Small states,SST,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,South Asia,SAS,..,..,14.3586240471021,14.632288211528
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,South Asia (IDA & IBRD),TSA,..,..,14.3586240471021,14.632288211528
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Sub-Saharan Africa,SSF,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,Upper middle income,UMC,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,World,WLD,..,..,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Afghanistan,AFG,..,11.9300003051758,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Albania,ALB,16.2900009155273,13.3100004196167,15.0600004196167,14.3000001907349
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Algeria,DZA,..,10.5600004196167,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,American Samoa,ASM,..,..,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Andorra,AND,..,..,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Angola,AGO,..,..,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Antigua and Barbuda,ATG,..,..,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Argentina,ARG,..,2.3199999332428,2.88000011444092,3.1800000667572
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Armenia,ARM,15.9499998092651,17.7199993133545,16.8999996185303,15.2299995422363
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Aruba,ABW,..,..,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Australia,AUS,3.29999995231628,3.25,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Austria,AUT,3.76999998092651,3.0699999332428,3.10999989509583,2.65000009536743
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Azerbaijan,AZE,4.84000015258789,4.5,4.51000022888184,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,"Bahamas, The",BHS,..,..,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Bahrain,BHR,..,..,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Bangladesh,BGD,6.94000005722046,7.94000005722046,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Barbados,BRB,4.34999990463257,3.25,4.63000011444092,2.80999994277954
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Belarus,BLR,4.55000019073486,4.73999977111816,3.92000007629395,3.42000007629395
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Belgium,BEL,3.99000000953674,3.83999991416931,3.58999991416931,3.26999998092651
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Belize,BLZ,3.70000004768372,2.79999995231628,..,5.40000009536743
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Benin,BEN,..,..,1.69000005722046,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Bermuda,BMU,..,..,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Bhutan,BTN,..,..,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Bolivia,BOL,5.1399998664856,5.40000009536743,5.48999977111816,5.86999988555908
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Bosnia and Herzegovina,BIH,14.8500003814697,11.6800003051758,13.5799999237061,10.1899995803833
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Botswana,BWA,..,..,..,15.1800003051758
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Brazil,BRA,5.34999990463257,5.65999984741211,5.57000017166138,5.42000007629395
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,British Virgin Islands,VGB,..,..,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Brunei Darussalam,BRN,..,6.65999984741211,6.30999994277954,4.82999992370605
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Bulgaria,BGR,3.5,3.27999997138977,2.45000004768372,1.83000004291534
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Burkina Faso,BFA,..,..,11.6999998092651,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Burundi,BDI,..,..,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Cabo Verde,CPV,..,9.47999954223633,5.26000022888184,3.49000000953674
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Cambodia,KHM,..,..,..,1.10000002384186
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Cameroon,CMR,..,..,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Canada,CAN,5.92999982833862,5.26999998092651,4.78999996185303,4.65000009536743
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Cayman Islands,CYM,..,..,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Central African Republic,CAF,..,..,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Chad,TCD,..,..,5.94000005722046,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Channel Islands,CHI,..,..,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Chile,CHL,6.36999988555908,6.73000001907349,6.76000022888184,6.65999984741211
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,China,CHN,..,..,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Colombia,COL,9.5600004196167,9.09000015258789,9.30000019073486,9.46000003814697
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Comoros,COM,..,..,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,"Congo, Dem. Rep.",COD,..,..,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,"Congo, Rep.",COG,..,..,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Costa Rica,CRI,3.25999999046326,3.54999995231628,4.59000015258789,5.5
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Cote d'Ivoire,CIV,9.73999977111816,9.30000019073486,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Croatia,HRV,6.78000020980835,7.28999996185303,5.42000007629395,4.36999988555908
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Cuba,CUB,..,..,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Curacao,CUW,..,..,8.57999992370605,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Cyprus,CYP,10.0200004577637,8.56999969482422,7.07999992370605,4.48999977111816
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Czech Republic,CZE,1.45000004768372,1.17999994754791,0.949999988079071,0.860000014305115
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Denmark,DNK,4.42999982833862,4.40000009536743,3.51999998092651,3.85999989509583
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Djibouti,DJI,..,14.1499996185303,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Dominica,DMA,..,..,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Dominican Republic,DOM,3.22000002861023,4.28000020980835,2.23000001907349,3.07999992370605
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Ecuador,ECU,4.65000009536743,4.61999988555908,4.40999984741211,4.59999990463257
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,"Egypt, Arab Rep.",EGY,14.8699998855591,14.7600002288818,15.1899995803833,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,El Salvador,SLV,4.34999990463257,4.76000022888184,4.65000009536743,5.25
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Equatorial Guinea,GNQ,..,..,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Eritrea,ERI,..,..,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Estonia,EST,4.05000019073486,3.50999999046326,3.77999997138977,2.74000000953674
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Eswatini,SWZ,9.85999965667725,..,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Ethiopia,ETH,..,..,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Faroe Islands,FRO,..,..,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Fiji,FJI,4.15999984741211,..,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,Finland,FIN,5.98000001907349,5.15999984741211,4.1100001335144,4.26000022888184
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,France,FRA,5.53999996185303,4.98000001907349,5.44000005722046,5.32999992370605
